Local;fecha;Base0;Base<>0;Impuestos;Venta-Impuesto;Suma de total_venta_sinimpuestos
;03-may;$520,61;$130,39;$19,56;$670,55;650,994987
;04-may;$440,52;$144,24;$21,64;$606,40;584,7596957
;05-may;$451,99;$158,94;$23,84;$634,77;610,9263478
;06-may;$317,69;$94,48;$14,17;$426,34;412,1673435
;07-may;$372,10;$157,44;$23,62;$553,17;529,5487087
;08-may;$470,55;$160,16;$24,02;$654,73;630,7024652
;09-may;$376,15;$156,88;$23,53;$556,56;533,0307131
Total 019-HUANCAVILCA NORTE;;$31.194,67;$10.335,72;$1.550,36;$43.080,74;41530,38334
020-BASTION POPULAR 3;01-mar;$854,91;$332,71;$49,91;$1.237,53;1187,623835
;02-mar;$711,95;$268,58;$40,29;$1.020,82;980,5279783
;03-mar;$702,19;$256,44;$38,47;$997,10;958,6362826
;04-mar;$347,77;$203,90;$30,59;$582,25;551,6695739
;05-mar;$779,25;$316,92;$47,54;$1.143,71;1096,1715
;06-mar;$860,04;$406,60;$60,99;$1.327,63;1266,637187
;07-mar;$697,27;$307,28;$46,09;$1.050,64;1004,549087
;08-mar;$931,49;$296,80;$44,52;$1.272,81;1228,288204
;09-mar;$628,60;$243,83;$36,57;$909,00;872,4268392
;10-mar;$548,71;$252,41;$37,86;$838,98;801,1209783
;11-mar;$790,61;$340,18;$51,03;$1.181,82;1130,790826
;12-mar;$642,04;$260,85;$39,13;$942,02;902,8940435
;13-mar;$678,47;$211,34;$31,70;$921,51;889,8048044
;14-mar;$768,87;$291,70;$43,75;$1.104,33;1060,572052
;15-mar;$882,24;$309,74;$46,46;$1.238,44;1191,982539
;16-mar;$789,71;$309,80;$46,47;$1.145,98;1099,510009
;17-mar;$740,80;$264,26;$39,64;$1.044,70;1005,056917
;18-mar;$561,30;$182,25;$27,34;$770,89;743,5523261
;19-mar;$686,18;$313,18;$46,98;$1.046,34;999,3635305
;20-mar;$664,98;$258,68;$38,80;$962,47;923,664087
;21-mar;$580,74;$168,51;$25,28;$774,53;749,2532218
;22-mar;$777,47;$286,24;$42,94;$1.106,64;1063,708557
;23-mar;$494,64;$199,39;$29,91;$723,94;694,0324653
;24-mar;$665,10;$210,36;$31,55;$907,02;875,461687
;25-mar;$627,15;$271,22;$40,68;$939,06;898,3754131
;26-mar;$696,63;$227,00;$34,05;$957,68;923,6286174
;27-mar;$555,10;$252,78;$37,92;$845,80;807,8788348
;28-mar;$326,63;$100,12;$15,02;$441,76;426,7448348
;29-mar;$787,52;$269,38;$40,41;$1.097,31;1056,906161
;30-mar;$492,32;$251,28;$37,69;$781,29;743,6010174
;31-mar;$867,71;$297,11;$44,57;$1.209,38;1164,818678
;01-abr;$942,23;$440,40;$66,06;$1.448,69;1382,626122
;02-abr;$768,92;$261,72;$39,26;$1.069,90;1030,637365
;03-abr;$479,66;$311,02;$46,65;$837,33;790,6760174
;04-abr;$682,80;$205,91;$30,89;$919,60;888,7128566
;05-abr;$597,39;$266,83;$40,03;$904,25;864,2198913
;06-abr;$511,24;$293,49;$44,02;$848,75;804,7273479
;07-abr;$631,45;$277,16;$41,57;$950,18;908,6081305
;08-abr;$505,43;$236,08;$35,41;$776,92;741,5125435
;09-abr;$734,54;$301,98;$45,30;$1.081,83;1036,528209
;10-abr;$578,95;$291,12;$43,67;$913,74;870,0705435
;11-abr;$638,04;$280,89;$42,13;$961,06;918,9289218
;12-abr;$693,36;$270,95;$40,64;$1.004,95;964,3107696
;13-abr;$647,94;$270,03;$40,50;$958,47;917,9691044
;14-abr;$661,76;$293,23;$43,98;$998,98;954,9928478
;15-abr;$633,51;$319,24;$47,89;$1.000,63;952,7448348
;16-abr;$591,30;$247,06;$37,06;$875,42;838,3645696
;17-abr;$492,36;$299,61;$44,94;$836,92;791,9745131
;18-abr;$595,83;$249,78;$37,47;$883,07;845,6076696
;19-abr;$661,02;$226,64;$34,00;$921,66;887,659887
;20-abr;$663,10;$232,03;$34,80;$929,93;895,1276305
;21-abr;$694,36;$310,52;$46,58;$1.051,46;1004,878857
;22-abr;$513,12;$183,57;$27,54;$724,22;696,6873435
;23-abr;$837,64;$263,58;$39,54;$1.140,76;1101,21997
;24-abr;$503,89;$192,16;$28,82;$724,88;696,0507913
;25-abr;$718,67;$192,17;$28,82;$939,66;910,8339174
;26-abr;$660,49;$228,01;$34,20;$922,70;888,5006305
;27-abr;$598,84;$284,07;$42,61;$925,52;882,9075913
;28-abr;$535,68;$162,85;$24,43;$722,96;698,5317827
;29-abr;$488,55;$223,46;$33,52;$745,53;712,0111739
;30-abr;$702,91;$322,62;$48,39;$1.073,92;1025,522578
;01-may;$626,26;$263,52;$39,53;$929,32;889,7871087
;02-may;$631,46;$276,13;$41,42;$949,01;907,5877652
;03-may;$766,93;$339,28;$50,89;$1.157,10;1106,210152
;04-may;$410,73;$267,95;$40,19;$718,87;678,6772478
;05-may;$501,16;$212,94;$31,94;$746,04;714,1010826
;06-may;$491,79;$233,58;$35,04;$760,42;725,3785174
;07-may;$545,08;$311,66;$46,75;$903,50;856,7457957
;08-may;$417,58;$242,95;$36,44;$696,97;660,5260478
;09-may;$558,28;$193,16;$28,97;$780,42;751,4429653
Total 020-BASTION POPULAR 3;;$45.052,68;$18.440,17;$2.766,03;$66.258,88;63492,85318
021-MUCHO LOTE 3;01-mar;$988,11;$395,64;$59,35;$1.443,09;1383,747026
;02-mar;$855,87;$309,43;$46,41;$1.211,71;1165,297604
;03-mar;$920,84;$327,83;$49,18;$1.297,85;1248,678365
;04-mar;$638,22;$158,39;$23,76;$820,37;796,6070304
;05-mar;$803,97;$302,12;$45,32;$1.151,40;1106,084439
;06-mar;$948,19;$278,35;$41,75;$1.268,29;1226,540487
;07-mar;$1.109,06;$305,27;$45,79;$1.460,12;1414,330083
;08-mar;$806,58;$219,11;$32,87;$1.058,55;1025,686709
;09-mar;$876,12;$237,00;$35,55;$1.148,68;1113,124478
;10-mar;$1.367,33;$346,14;$51,92;$1.765,39;1713,468943
;11-mar;$1.060,03;$215,99;$32,40;$1.308,42;1276,017578
;12-mar;$934,46;$288,71;$43,31;$1.266,48;1223,172309
;13-mar;$960,59;$197,45;$29,62;$1.187,65;1158,033452
;14-mar;$1.111,66;$342,02;$51,30;$1.504,99;1453,68337
;15-mar;$888,00;$285,06;$42,76;$1.215,82;1173,061813
;16-mar;$1.109,69;$383,26;$57,49;$1.550,43;1492,943765
;17-mar;$1.155,22;$297,20;$44,58;$1.497,00;1452,420917
;18-mar;$874,64;$223,87;$33,58;$1.132,08;1098,503883
;19-mar;$1.227,11;$360,41;$54,06;$1.641,59;1587,523657
;20-mar;$1.038,45;$419,25;$62,89;$1.520,59;1457,698096
;21-mar;$1.109,08;$252,14;$37,82;$1.399,04;1361,216039
;22-mar;$959,22;$267,21;$40,08;$1.266,51;1226,427591
;23-mar;$989,13;$334,49;$50,17;$1.373,80;1323,622987
;24-mar;$1.005,49;$279,30;$41,90;$1.326,69;1284,79227
;25-mar;$1.063,67;$198,30;$29,75;$1.291,71;1261,968978
;26-mar;$1.000,84;$360,98;$54,15;$1.415,97;1361,822609
;27-mar;$570,14;$222,22;$33,33;$825,69;792,3611
;28-mar;$849,54;$331,90;$49,78;$1.231,23;1181,442365
;29-mar;$792,29;$257,62;$38,64;$1.088,56;1049,915413
;30-mar;$880,03;$206,88;$31,03;$1.117,94;1086,910109
;31-mar;$987,17;$235,40;$35,31;$1.257,88;1222,568383
;01-abr;$1.161,06;$316,64;$47,50;$1.525,19;1477,698465
;02-abr;$998,95;$344,50;$51,67;$1.395,12;1343,448526
;03-abr;$1.138,59;$258,12;$38,72;$1.435,43;1396,712391
;04-abr;$1.137,82;$201,52;$30,23;$1.369,57;1339,337752
;05-abr;$929,94;$296,17;$44,43;$1.270,54;1226,113578
;06-abr;$880,08;$209,87;$31,48;$1.121,43;1089,949135
;07-abr;$1.089,15;$293,99;$44,10;$1.427,24;1383,136943
;08-abr;$1.201,87;$277,94;$41,69;$1.521,50;1479,809461
;09-abr;$675,47;$280,17;$42,03;$997,67;955,6411565
;10-abr;$994,21;$233,79;$35,07;$1.263,07;1228,000296
;11-abr;$843,19;$210,80;$31,62;$1.085,62;1053,996548
;12-abr;$940,27;$187,53;$28,13;$1.155,94;1127,807235
;13-abr;$786,86;$307,89;$46,18;$1.140,93;1094,746635
;14-abr;$901,18;$231,50;$34,73;$1.167,41;1132,682261
;15-abr;$909,73;$259,07;$38,86;$1.207,65;1168,793765
;16-abr;$1.205,74;$254,54;$38,18;$1.498,46;1460,281835
;17-abr;$1.206,54;$250,97;$37,65;$1.495,15;1457,507657
;18-abr;$748,75;$354,48;$53,17;$1.156,40;1103,230504
;19-abr;$831,24;$214,89;$32,23;$1.078,37;1046,132087
;20-abr;$852,20;$195,08;$29,26;$1.076,54;1047,277109
;21-abr;$956,83;$253,21;$37,98;$1.248,02;1210,038135
;22-abr;$798,48;$234,67;$35,20;$1.068,35;1033,149443
;23-abr;$908,88;$338,20;$50,73;$1.297,82;1247,088926
;24-abr;$1.149,14;$288,80;$43,32;$1.481,26;1437,941644
;25-abr;$853,13;$210,04;$31,51;$1.094,68;1063,171539
;26-abr;$839,54;$278,97;$41,85;$1.160,36;1118,512652
;27-abr;$811,04;$198,74;$29,81;$1.039,59;1009,777774
;28-abr;$964,57;$390,15;$58,52;$1.413,24;1354,718122
;29-abr;$831,90;$256,63;$38,49;$1.127,03;1088,530822
;30-abr;$1.069,93;$315,50;$47,32;$1.432,75;1385,426935
;01-may;$1.080,57;$333,92;$50,09;$1.464,57;1414,485222
;02-may;$908,10;$354,74;$53,21;$1.316,06;1262,844748
;03-may;$883,82;$333,34;$50,00;$1.267,16;1217,157974
;04-may;$891,28;$312,67;$46,90;$1.250,85;1203,951191
;05-may;$1.192,30;$197,39;$29,61;$1.419,29;1389,681465
;06-may;$1.066,04;$199,02;$29,85;$1.294,92;1265,06383
;07-may;$972,48;$254,85;$38,23;$1.265,56;1227,330813
;08-may;$927,56;$258,94;$38,84;$1.225,34;1186,498391
;09-may;$781,94;$245,12;$36,77;$1.063,83;1027,059483
Total 021-MUCHO LOTE 3;;$67.201,10;$19.273,30;$2.891,00;$89.365,40;86474,4043
022-BASTION POPULAR 4;01-mar;$636,78;$288,90;$43,33;$969,01;925,6775478
;02-mar;$547,40;$342,05;$51,31;$940,75;889,4454087
;03-mar;$574,35;$205,64;$30,85;$810,84;779,9925652
;04-mar;$430,42;$171,81;$25,77;$628,01;602,2354826
;05-mar;$597,89;$372,14;$55,82;$1.025,85;970,0317522
;06-mar;$579,62;$322,05;$48,31;$949,98;901,6741957
;07-mar;$681,40;$409,25;$61,39;$1.152,03;1090,646883
;08-mar;$597,97;$180,50;$27,07;$805,54;778,4689392
;09-mar;$553,30;$244,92;$36,74;$834,96;798,2235174
;10-mar;$796,29;$252,10;$37,82;$1.086,21;1048,391496
;11-mar;$658,92;$329,07;$49,36;$1.037,35;987,9942435
;12-mar;$799,66;$251,24;$37,69;$1.088,59;1050,900226
;13-mar;$710,52;$287,10;$43,07;$1.040,69;997,6263783
;14-mar;$745,82;$355,05;$53,26;$1.154,13;1100,868239
;15-mar;$758,32;$464,96;$69,74;$1.293,03;1223,283613
;16-mar;$728,72;$418,02;$62,70;$1.209,44;1146,737291
;17-mar;$777,62;$340,93;$51,14;$1.169,69;1118,551017
;18-mar;$887,47;$274,66;$41,20;$1.203,33;1162,1298
;19-mar;$616,56;$260,29;$39,04;$915,90;876,8573435
;20-mar;$706,82;$315,36;$47,30;$1.069,49;1022,181735
;21-mar;$576,67;$270,61;$40,59;$887,87;847,2758739
;22-mar;$547,23;$407,86;$61,18;$1.016,26;955,0845522
;23-mar;$714,02;$320,70;$48,11;$1.082,83;1034,726052
;24-mar;$666,67;$359,37;$53,91;$1.079,95;1026,042174
;25-mar;$561,93;$235,56;$35,33;$832,82;797,489187
;26-mar;$798,42;$264,19;$39,63;$1.102,23;1062,604096
;27-mar;$536,47;$244,66;$36,70;$817,83;781,1345392
;28-mar;$595,57;$335,07;$50,26;$980,90;930,6388
;29-mar;$614,25;$355,37;$53,30;$1.022,92;969,6198653
;30-mar;$576,26;$252,94;$37,94;$867,14;829,1986652
;31-mar;$568,75;$286,96;$43,04;$898,76;855,7149783
;01-abr;$794,22;$382,77;$57,42;$1.234,41;1176,992665
;02-abr;$487,64;$243,53;$36,53;$767,70;731,168087
;03-abr;$523,56;$270,53;$40,58;$834,67;794,0947565
;04-abr;$475,35;$282,96;$42,44;$800,75;758,3100261
;05-abr;$803,85;$334,85;$50,23;$1.188,93;1138,701222
;06-abr;$604,24;$254,05;$38,11;$896,40;858,2883566
;07-abr;$606,20;$311,35;$46,70;$964,26;917,5539522
;08-abr;$666,45;$362,85;$54,43;$1.083,73;1029,299622
;09-abr;$343,61;$286,86;$43,03;$673,50;630,4728088
;10-abr;$650,31;$203,38;$30,51;$884,20;853,6910957
;11-abr;$489,25;$255,05;$38,26;$782,55;744,2970218
;12-abr;$498,24;$303,36;$45,50;$847,11;801,6029783
;13-abr;$575,47;$357,77;$53,67;$986,90;933,237287
;14-abr;$497,21;$393,19;$58,98;$949,37;890,3917305
;15-abr;$811,20;$388,61;$58,29;$1.258,11;1199,814974
;16-abr;$700,48;$272,29;$40,84;$1.013,62;972,7747957
;17-abr;$548,46;$318,33;$47,75;$914,55;866,7954913
;18-abr;$608,55;$281,75;$42,26;$932,56;890,2940566
;19-abr;$485,78;$248,89;$37,33;$772,00;734,6658392
;20-abr;$418,33;$231,25;$34,69;$684,27;649,5795783
;21-abr;$727,19;$286,25;$42,94;$1.056,37;1013,433926
;22-abr;$510,35;$249,89;$37,48;$797,73;760,2423827
;23-abr;$615,92;$263,76;$39,56;$919,25;879,6831957
;24-abr;$509,75;$207,41;$31,11;$748,28;717,1649478
;25-abr;$612,02;$201,66;$30,25;$843,94;813,6863696
;26-abr;$516,33;$299,76;$44,96;$861,06;816,0941739
;27-abr;$396,86;$299,48;$44,92;$741,26;696,3427609
;28-abr;$575,12;$227,82;$34,17;$837,12;802,945387
;29-abr;$563,06;$294,88;$44,23;$902,17;857,9394653
;30-abr;$695,00;$322,02;$48,30;$1.065,32;1017,017809
;01-may;$444,78;$323,17;$48,48;$816,43;767,9531
;02-may;$754,93;$276,10;$41,41;$1.072,44;1031,027596
;03-may;$488,56;$271,80;$40,77;$801,13;760,3584696
;04-may;$647,86;$366,51;$54,98;$1.069,35;1014,369404
;05-may;$629,41;$316,32;$47,45;$993,18;945,727787
;06-may;$415,16;$232,93;$34,94;$683,03;648,0918392
;07-may;$624,33;$329,23;$49,38;$1.002,94;953,5592218
;08-may;$545,10;$273,85;$41,08;$860,04;818,9571131
;09-may;$461,91;$160,28;$24,04;$646,24;622,1957653
Total 022-BASTION POPULAR 4;;$42.464,18;$20.606,08;$3.090,91;$66.161,18;63070,26352
023-MALL DEL SUR;01-mar;$705,03;$306,66;$46,00;$1.057,68;1011,685435
;02-mar;$348,65;$179,73;$26,96;$555,34;528,3799131
;03-mar;$397,14;$139,69;$20,95;$557,79;536,8380348
;04-mar;$200,61;$93,35;$14,00;$307,96;293,9589739
;05-mar;$815,54;$313,22;$46,98;$1.175,75;1128,764109
;06-mar;$639,26;$190,81;$28,62;$858,69;830,0661522
;07-mar;$576,70;$263,69;$39,55;$879,95;840,3936392
;08-mar;$434,07;$218,57;$32,78;$685,42;652,6334739
;09-mar;$476,77;$126,72;$19,01;$622,50;603,4884479
;10-mar;$506,48;$234,82;$35,22;$776,52;741,3012522
;11-mar;$437,50;$263,62;$39,54;$740,67;701,1258348
;12-mar;$771,78;$315,67;$47,35;$1.134,80;1087,45333
;13-mar;$400,72;$142,43;$21,36;$564,51;543,1497609
;14-mar;$840,06;$425,84;$63,88;$1.329,77;1265,897661
;15-mar;$953,30;$465,65;$69,85;$1.488,80;1418,950213
;16-mar;$307,50;$188,17;$28,23;$523,90;495,6713609
;17-mar;$806,66;$297,88;$44,68;$1.149,22;1104,537544
;18-mar;$564,45;$287,61;$43,14;$895,19;852,0530913
;19-mar;$672,38;$279,04;$41,86;$993,28;951,4238392
;20-mar;$444,16;$268,90;$40,34;$753,40;713,0628957
;21-mar;$507,26;$331,15;$49,67;$888,09;838,4130826
;22-mar;$520,16;$178,23;$26,73;$725,12;698,3868087
;23-mar;$502,63;$218,18;$32,73;$753,54;720,810787
;24-mar;$665,80;$300,80;$45,12;$1.011,72;966,5999696
;25-mar;$460,75;$271,04;$40,66;$772,44;731,7873044
;26-mar;$412,58;$171,90;$25,79;$610,27;584,4800696
;27-mar;$349,54;$194,04;$29,11;$572,69;543,5854652
;28-mar;$599,62;$245,27;$36,79;$881,67;844,8838566
;29-mar;$484,79;$165,75;$24,86;$675,40;650,5404522
;30-mar;$382,21;$184,80;$27,72;$594,73;567,0129913
;31-mar;$571,31;$332,11;$49,82;$953,24;903,4233957
;01-abr;$788,23;$320,90;$48,13;$1.157,26;1109,12527
;02-abr;$857,07;$460,00;$69,00;$1.386,07;1317,071165
;03-abr;$491,27;$163,72;$24,56;$679,55;654,9898391
;04-abr;$465,76;$169,98;$25,50;$661,24;635,7447479
;05-abr;$397,19;$282,73;$42,41;$722,34;679,9280131
;06-abr;$355,53;$178,72;$26,81;$561,06;534,2490696
;07-abr;$448,86;$213,15;$31,97;$693,98;662,0100174
;08-abr;$442,05;$239,97;$36,00;$718,02;682,0234739
;09-abr;$493,47;$258,72;$38,81;$790,99;752,1842131
;10-abr;$426,18;$135,77;$20,37;$582,31;561,9463174
;11-abr;$575,66;$226,55;$33,98;$836,19;802,2054087
;12-abr;$413,76;$280,58;$42,09;$736,42;694,3320218
;13-abr;$373,85;$178,33;$26,75;$578,93;552,1767348
;14-abr;$722,34;$240,30;$36,05;$998,69;962,6429522
;15-abr;$453,15;$330,31;$49,55;$833,02;783,4684522
;16-abr;$790,18;$327,47;$49,12;$1.166,76;1117,641239
;17-abr;$437,97;$188,01;$28,20;$654,19;625,9890218
;18-abr;$426,02;$273,36;$41,00;$740,39;699,3847479
;19-abr;$511,43;$239,29;$35,89;$786,61;750,7198
;20-abr;$330,22;$123,41;$18,51;$472,15;453,6374957
;21-abr;$605,91;$329,92;$49,49;$985,32;935,8325783
;22-abr;$680,54;$193,50;$29,02;$903,07;874,0411652
;23-abr;$490,15;$176,62;$26,49;$693,26;666,7711566
;24-abr;$319,54;$184,24;$27,64;$531,42;503,781287
;25-abr;$704,54;$182,06;$27,31;$913,91;886,6000435
;26-abr;$549,21;$394,95;$59,24;$1.003,40;944,1584305
;27-abr;$209,84;$244,55;$36,68;$491,08;454,3930565
;28-abr;$464,69;$195,48;$29,32;$689,48;660,1621957
;29-abr;$485,31;$190,14;$28,52;$703,97;675,4519305
;30-abr;$642,66;$250,63;$37,59;$930,88;893,2812522
;01-may;$624,48;$184,83;$27,72;$837,04;809,3114957
;02-may;$494,40;$287,04;$43,06;$824,49;781,4357696
;03-may;$573,96;$185,98;$27,90;$787,84;759,9439044
;04-may;$393,45;$174,65;$26,20;$594,30;568,0996
;05-may;$668,64;$250,14;$37,52;$956,30;918,7797826
;06-may;$313,98;$238,01;$35,70;$587,69;551,9852044
;07-may;$490,92;$174,32;$26,15;$691,39;665,2440305
;08-may;$473,67;$179,61;$26,94;$680,22;653,2830392
;09-may;$502,28;$269,41;$40,41;$812,10;771,6866131
Total 023-MALL DEL SUR;;$36.643,77;$16.712,70;$2.506,91;$55.863,38;53356,47168
024-DAULE;01-mar;$1.280,84;$436,40;$65,46;$1.782,70;1717,239522
;02-mar;$833,07;$211,19;$31,68;$1.075,93;1044,255074
;03-mar;$813,59;$259,25;$38,89;$1.111,74;1072,849244
;04-mar;$812,46;$159,24;$23,89;$995,59;971,7004348
;05-mar;$1.032,47;$237,15;$35,57;$1.305,20;1269,62827
;06-mar;$875,30;$225,84;$33,88;$1.135,02;1101,143826
;07-mar;$1.054,77;$348,34;$52,25;$1.455,36;1403,105143
;08-mar;$1.328,14;$337,62;$50,64;$1.716,41;1665,765591
;09-mar;$1.395,10;$402,32;$60,35;$1.857,77;1797,423722
;10-mar;$1.243,48;$379,57;$56,94;$1.679,99;1623,054243
;11-mar;$1.340,12;$387,53;$58,13;$1.785,77;1727,6423
;12-mar;$1.167,01;$349,85;$52,48;$1.569,33;1516,85573
;13-mar;$1.016,55;$306,57;$45,99;$1.369,10;1323,112652
;14-mar;$1.073,76;$425,96;$63,89;$1.563,61;1499,715948
;15-mar;$1.296,62;$343,38;$51,51;$1.691,51;1640,000217
;16-mar;$1.094,84;$404,85;$60,73;$1.560,42;1499,689252
;17-mar;$1.267,04;$350,47;$52,57;$1.670,08;1617,511274
;18-mar;$1.297,27;$274,00;$41,10;$1.612,37;1571,273613
;19-mar;$1.041,77;$288,19;$43,23;$1.373,19;1329,9659
;20-mar;$1.160,57;$267,17;$40,08;$1.467,82;1427,739878
;21-mar;$980,56;$295,43;$44,31;$1.320,31;1275,99263
;22-mar;$1.154,51;$351,59;$52,74;$1.558,83;1506,09173
;23-mar;$1.071,47;$283,21;$42,48;$1.397,15;1354,670965
;24-mar;$1.093,93;$290,09;$43,51;$1.427,53;1384,018009
;25-mar;$897,14;$285,40;$42,81;$1.225,35;1182,540326
;26-mar;$996,62;$303,86;$45,58;$1.346,06;1300,48283
;27-mar;$661,92;$235,01;$35,25;$932,18;896,9301218
;28-mar;$1.110,64;$351,91;$52,79;$1.515,34;1462,556735
;29-mar;$874,70;$382,83;$57,42;$1.314,96;1257,5339
;30-mar;$805,00;$271,88;$40,78;$1.117,66;1076,880161
;31-mar;$1.221,05;$366,61;$54,99;$1.642,65;1587,659996
;01-abr;$1.075,06;$251,55;$37,73;$1.364,34;1326,60753
;02-abr;$1.042,20;$395,24;$59,29;$1.496,72;1437,436609
;03-abr;$1.118,39;$298,26;$44,74;$1.461,39;1416,654857
;04-abr;$1.055,55;$315,89;$47,38;$1.418,82;1371,439643
;05-abr;$1.293,79;$412,54;$61,88;$1.768,21;1706,332361
;06-abr;$1.164,49;$346,84;$52,03;$1.563,35;1511,327552
;07-abr;$1.229,95;$291,61;$43,74;$1.565,30;1521,554448
;08-abr;$1.169,03;$268,42;$40,26;$1.477,71;1437,446774
;09-abr;$946,48;$257,61;$38,64;$1.242,73;1204,091878
;10-abr;$755,12;$352,21;$52,83;$1.160,16;1107,326839
;11-abr;$895,50;$319,66;$47,95;$1.263,11;1215,157074
;12-abr;$1.076,44;$395,08;$59,26;$1.530,78;1471,515278
;13-abr;$1.252,18;$307,56;$46,13;$1.605,87;1559,739057
;14-abr;$1.083,37;$358,56;$53,78;$1.495,72;1441,935583
;15-abr;$1.008,37;$278,27;$41,74;$1.328,38;1286,643535
;16-abr;$802,49;$308,81;$46,32;$1.157,62;1111,298596
;17-abr;$781,09;$209,41;$31,41;$1.021,91;990,4985913
;18-abr;$514,35;$206,23;$30,93;$751,51;720,5751696
;19-abr;$881,70;$349,49;$52,42;$1.283,61;1231,187626
;20-abr;$743,46;$214,44;$32,17;$990,07;957,9066087
;21-abr;$1.038,29;$254,05;$38,11;$1.330,45;1292,344687
;22-abr;$912,77;$262,46;$39,37;$1.214,60;1175,232543
;23-abr;$1.057,07;$355,91;$53,39;$1.466,37;1412,985896
;24-abr;$891,05;$265,92;$39,89;$1.196,86;1156,970335
;25-abr;$708,93;$326,49;$48,97;$1.084,40;1035,424422
;26-abr;$1.234,36;$323,45;$48,52;$1.606,33;1557,815152
;27-abr;$768,48;$231,10;$34,66;$1.034,24;999,5797565
;28-abr;$929,79;$291,68;$43,75;$1.265,22;1221,469113
;29-abr;$954,19;$437,51;$65,63;$1.457,33;1391,701657
;30-abr;$997,79;$344,01;$51,60;$1.393,41;1341,808265
;01-may;$1.068,64;$398,31;$59,75;$1.526,70;1466,951457
;02-may;$1.070,74;$351,14;$52,67;$1.474,55;1421,877074
;03-may;$795,55;$256,20;$38,43;$1.090,17;1051,745557
;04-may;$1.079,63;$289,87;$43,48;$1.412,98;1369,496843
;05-may;$952,16;$320,41;$48,06;$1.320,64;1272,575817
;06-may;$877,39;$285,39;$42,81;$1.205,59;1162,780574
;07-may;$1.005,11;$250,35;$37,55;$1.293,01;1255,456535
;08-may;$1.108,20;$358,82;$53,82;$1.520,85;1467,025152
;09-may;$928,29;$307,13;$46,07;$1.281,50;1235,424891
Total 024-DAULE;;$71.559,73;$21.860,64;$3.279,10;$96.699,47;93420,37057
025-NOBOL;01-mar;$580,21;$211,94;$31,79;$823,94;792,1490305
;02-mar;$476,46;$282,56;$42,38;$801,40;759,0168522
;03-mar;$538,37;$154,27;$23,14;$715,78;692,6422435
;04-mar;$437,16;$206,96;$31,04;$675,17;644,1214435
;05-mar;$661,97;$299,37;$44,91;$1.006,24;961,3378479
;06-mar;$480,26;$184,63;$27,69;$692,58;664,8891783
;07-mar;$508,23;$192,05;$28,81;$729,09;700,2794435
;08-mar;$547,64;$222,48;$33,37;$803,50;770,1262131
;09-mar;$615,40;$232,14;$34,82;$882,37;847,5453
;10-mar;$576,10;$144,87;$21,73;$742,70;720,9700826
;11-mar;$565,13;$165,72;$24,86;$755,71;730,8476174
;12-mar;$591,08;$218,20;$32,73;$842,01;809,2767479
;13-mar;$527,69;$148,67;$22,30;$698,65;676,3540392
;14-mar;$394,35;$212,94;$31,94;$639,23;607,2908304
;15-mar;$575,95;$225,72;$33,86;$835,52;801,665187
;16-mar;$613,66;$239,70;$35,95;$889,32;853,3635913
;17-mar;$520,64;$165,80;$24,87;$711,30;686,4327957
;18-mar;$507,72;$239,39;$35,91;$783,02;747,1068261
;19-mar;$557,52;$172,18;$25,83;$755,53;729,7074044
;20-mar;$481,33;$174,27;$26,14;$681,74;655,6025826
;21-mar;$393,34;$197,50;$29,63;$620,47;590,8399957
;22-mar;$558,96;$172,39;$25,86;$757,21;731,3477957
;23-mar;$673,57;$273,11;$40,97;$987,64;946,673774
;24-mar;$569,75;$206,40;$30,96;$807,11;776,1483957
;25-mar;$406,47;$164,76;$24,71;$595,95;571,2334391
;26-mar;$505,20;$163,52;$24,53;$693,24;668,7136304
;27-mar;$393,28;$136,88;$20,53;$550,70;530,1642218
;28-mar;$510,02;$223,46;$33,52;$767,00;733,4818435
;29-mar;$567,76;$157,47;$23,62;$748,85;725,2302435
;30-mar;$525,75;$269,40;$40,41;$835,56;795,1526522
;31-mar;$553,95;$234,40;$35,16;$823,51;788,3521739
;01-abr;$505,96;$227,94;$34,19;$768,10;733,9054913
;02-abr;$538,02;$171,27;$25,69;$734,98;709,2904826
;03-abr;$472,21;$198,08;$29,71;$700,00;670,287687
;04-abr;$562,02;$269,11;$40,37;$871,50;831,1293957
;05-abr;$609,10;$295,60;$44,34;$949,04;904,6993044
;06-abr;$685,81;$182,53;$27,38;$895,71;868,3332131
;07-abr;$446,74;$195,03;$29,26;$671,03;641,7745435
;08-abr;$431,17;$122,79;$18,42;$572,37;553,9537826
;09-abr;$384,75;$161,03;$24,15;$569,93;545,7764522
;10-abr;$489,23;$251,42;$37,71;$778,36;740,6470826
;11-abr;$475,39;$178,60;$26,79;$680,77;653,9853218
;12-abr;$508,45;$218,44;$32,77;$759,65;726,8828174
;13-abr;$595,89;$171,82;$25,77;$793,48;767,7053348
;14-abr;$518,55;$233,81;$35,07;$787,43;752,3556261
;15-abr;$521,50;$159,42;$23,91;$704,84;680,9235305
;16-abr;$533,90;$233,15;$34,97;$802,02;767,0452087
;17-abr;$334,22;$169,01;$25,35;$528,58;503,2303826
;18-abr;$558,58;$217,94;$32,69;$809,21;776,5218218
;19-abr;$505,57;$203,56;$30,53;$739,66;709,1227913
;20-abr;$582,93;$254,36;$38,15;$875,44;837,2886348
;21-abr;$395,64;$209,22;$31,38;$636,24;604,8530783
;22-abr;$535,47;$179,04;$26,86;$741,36;714,5021522
